,original_story,story_name,story_type,segmented_story,summarized_story
0,"IBRAHIM FADLALLAH shrugged bis shoulders: 'You do not understand, my friend. You cannot get it through your head that it is impossible to destroy caste and to create fraternity by Act of Parliament. Allahâyou can't even do it in your own country.'

	8.3                Add  Strength of the Little Thin Thread to your library.     ",strength of the little thin thread,short_story,"[""IBRAHIM FADLALLAH shrugged bis shoulders: 'You do not understand, my friend. You cannot get it through your head that it is impossible to destroy caste and to create fraternity by Act of Parliament. Allahâ\x80\x94you can't even do it in your own country.'\n\n\t'But modern progressâ\x80\x94the telegraphâ\x80\x94the democracy of the railway carriageâ\x80\x94' interrupted the American."", ""\n\n\t'You can compel a Brahmin to sit in the same office and to ride in the same railway compartment with a man of low caste, but you can never force him to eat with him or to give him his daughter in marriage. You spoke of those who are educated abroadâ\x80\x94and even they, my friend, when they return to Hind, drift back into caste and the ways of caste. For there is a little threadâ\x80\x94oh, such a tiny, thin little threadâ\x80\x94which binds them to their own land, their own kin, their own caste. And it seems that they have not the strength to break itâ\x80\x94this little thread. Ah, yes! Let me tell you something which occurred last yearâ\x80\x94a true taleâ\x80\x94and please do not forget the thread, the little threadâ\x80\x94"", ""\n\n\t'Now the whole thing was like a play in one of your theatresâ\x80\x94it was staged, dear one, and well staged. The scene was the great hall in which meets the caste tribunal of a certain Brahmin clan. Imagine, if you please, a huge quadrangle, impressively bare but for a low dais at one end. covered with a few Bengali shawls and an antelope skin or twoâ\x80\x94ah!â\x80\x94and then the dramatic atmosphere. Not the atmosphere of deathâ\x80\x94oh, no!â\x80\x94much worse than death, much worse. For what is death compared to the loss of caste? And that afternoon they were going to try a man who had polluted his blood, who had sinned a great sin, a sin more heinous than the killing of cowsâ\x80\x94not a sin according to your code of lawsâ\x80\x94but then they were men of a different race, and their ins are not your sinsâ\x80\x94eh?â\x80\x94and mayhap their virtues may not be your virtues."", ""\n\n\t'On the dais sat his Holiness Srimal Muniswamappa Rama-Swami, and on either side of him stood anxious disciples who looked with awe at his thin, clean-shaven lips and fanned his holy old poll with silver-handled yak tails. Near him sat the pleader and a few Brahmin grandees, whom he was in the habit of consulting in cases of importance. At a respectful distance were the men of the clan: they filed in slowly, prostrating themselves in turn before the Swami and uttering the name of the presiding deity with trembling lips, while his Holiness smiled a contemplative smile, and while his fingers counted the beads on his rosary. The proceeding opened with a sermon pronounced by the Swami. First, he praised Ganesa, Sarasvati, and half a dozen other assorted deities, and then with a great abundance of detail and many long-winded quotations he set forth the duties of the twice-born. He told them that a Brahmin should not break up clods of earth nor tear up the grass under bis feet; that he should not look at the setting sun, the vising sun, the sun in eclipse, the image of the sun in a pool of water; that be should not point at the stars with fingers of irreverence; that he should not sleep with his head turned toward the north or west; that he should abstain from cutting his nails with his teeth, from using the same toothstick more than once, from eating off plates used by others, and from wearing sandals worn by strangersâ\x80\x94and a thousand such foolish injunctions. The assembly was politely bored, but the Swami enjoyed himself hugely. For it gave him an opportunity to show his great learning and his wonderful memory, and then, like most holy men, he loved to lay stress on the outward emblems of his faith. lie illustrated his sermon by relating several horrid examples, chiefly that of a wicked barber who had shaved a Brahmin with a razor which had been polluted by the shadow of a low-caste falling on it. Finally, be commented on the advent of modernity and expounded with more lengthy and tiresome quotations how the devils of progress, skepticism, irreverence, and anarchy were making headway amongst the twice-born, how the young Brahmins were making their names a name of scorn in the present world and spoiling their chances for the future world."", ""\n\n\t'Then he whispered a word to the pleader, who called up the case of Chaganti Samashiva Rao, a young Brahmin accused of having sullied his caste by marrying an infidel. There was a commotion at the door, and then Rao appeared, struggling furiously in the arms of half a dozen muscular youngsters. The pleader explained that Rao had studied in Boston and that he had brought home with him a girl, a native of the land of the foreigners and a Christian, whom he had married according to the laws of the Americans. He had thus polluted himself, his father, his mother, his cow, and his caste. Here the pleader was silent for a few moments to let the atrocity of the crime soak into all hearts, and then he asked the assembly for a verdict. And the assembly shouted like one man: 'Let him lose caste. Drive him out. Drive him out.' But Rao rose and declared he was going to make a speech. He said he would tell the old fossils, including his Holiness Srimat Muniswamappa Rama-Swami, what he thought of them. There were roars of: 'Throw him out!' 'Stop his unclean mouth!'â\x80\x94and angry hands were raised. Hut his Holiness smiled a thin, mocking smile and bade the assembly he quiet and listen to what the defendant would have to say for himself. Rao acknowledged this permission with a sarcastic bow of gratitude, pulled out his cuffsâ\x80\x94he wore English clothesâ\x80\x94and proceeded to shock the grave assembly greatly by declaring that he did not give a 'whoop in Hades'â\x80\x94such was the expression he used, he being a perfect English scholarâ\x80\x94for all the Brahmins, all the Swamis, and all the caste tribunals in the length and breadth of Hindustan, he had been brought into court by force, he indignantly complained, and he absolutely denied the power and the right of the assembly to punish him. For he had lived several years in America, had become an American citizen, and had voluntarily thrown away his caste as he would a pair of worn-out sandals. His Holiness interrupted him, saying that he would now pass sentence on him. But Rao exclaimed: 'Sentenceâ\x80\x94the devilâ\x80\x94you've neither the right nor the might to sentence me.' The Swami, never heeding the interruption, continued with a calm and even voice: 'I sentence you to the living death of the outcast until such time as you expiate your crime, acknowledge your errors, and regain your caste status, which you forfeit to-day, through the regular methods as laid down in the holy books. Your friends and relatives will assemble on the first unlucky day of next week, and will offer, as if to your manes, a libation in a pot of water which a slave girl shall dash against the walls of your house, and all who take part in this ceremony shall be regarded as impure for three days. Your friends and relatives shall not be permitted to accept your hospitality, nor shall you be allowed to share theirs. Your touch shall be pollution unspeakable. Your children shall be outcasts and shall not marry anybody but Mangs and Mahars. Your own father and mother shall be forbidden your house under the risk of losing caste. Neither your barber, your tailor, your cook, nor your washerwoman shall work for you. Nobody shall assist you in any way, not even at the funeral of a member of your household. You shall be debarred access to the templesâ\x80\x94'"", ""\n\n\tHERE Rao, who had mocked and laughed during all this sentence, cried: 'Save your breath, oh holy one, for indeed all this tommyrot can never affect me. As to hospitality, I don't care to invite those old fossils of Brahmins into my house, nor could I ever bring myself to set foot in theirs and listen to their tiresome dissertations about the Veda and the Upanishads; besides, I've plenty of European friends. As to my children being outcasts, know, revered uncle, that I have none, and that if ever I should have any they will be Americans like myself and marry like myself. As to my father and mother being forbidden my houseâ\x80\x94well, they're both dead. As to my being debarred access to your templesâ\x80\x94by the great God Shivaâ\x80\x94I never go there anywayâ\x80\x94'"", ""\n\n\t'His Holiness waited until Rao had finished, and then he said, with the same inscrutable smile playing about the corners of his thin lips: 'I furthermore sentence you to have torn from your body the sacred thread of your caste, though'â\x80\x94here he smiled againâ\x80\x94'I hardly believe that you, who have voluntarily given up your caste and who mock at everything connected with it, can by any chance still have the thread about your person.'"", ""\n\n\t'Here Rao made a wild dash in the direction of the door, but he was stopped by many willing hands. There was a short and furious struggle, his clothes were tornâ\x80\x94and, my friend, it appeared that he, the scoffer, the atheist, the expatriate, who had renounced India, who had thrown much filth at caste, who had become an American, a free-thinker, and a scoffer at superstitionsâ\x80\x94still wore next his heart the thin thread, the holy thread of his casteâ\x80\x94the holiest, the most intimate, the most exclusive, the most secret, the most important emblem of the caste which be affected to despiseâ\x80\x94'\n\n\tIbrahim was silent, and the American asked: 'Wellâ\x80\x94what happened?'\n\n\tTHE Egyptian lit a cigarette and continued:"", ""\n\n\t'Oh, the usual thing. Rao did penance, he feasted the priests, he went through the regular process of ceremonious purificationâ\x80\x94'"", ""\n\n\t'But what about the girl?'\n\n\t'His wife? Ohâ\x80\x94he sent her back to her own countryâ\x80\x94' Ibrahim gave a dry little laugh. 'Yes, my friend, you assuredly understand India. You can reform the world with your progress, your modernity, your splendid democracyâ\x80\x94you wonderful Anglo-Saxons. Only it appears that there is a little threadâ\x80\x94Allah, what a tiny little thread!â\x80\x94which brings to naught all your wonderful civilization, your liberty, your democracy. Ah, such a tiny little thread, my friendâ\x80\x94'\n\n\t8.3                Add  Strength of the Little Thin Thread to your library.     ""]","[' The Muslim scholar IBRAHIM Fadlallah had a conversation with an American', ' The former prime minister of India, Jawaharlal Nehru, spoke to a friend', ' A few days ago, in the middle of a long day in India, one of the', ' On the eve of the first day of the holy month of the month of January, a', ' The Supreme Court of India was in the midst of one of its most notorious cases, when', 'One of the great Indian states, India, had a meeting with the head of the Brah', 'R Rao was sentenced to a year and a half in prison by the Supreme Court of India', ' An Egyptian friend of Rao, also known as Rao, told an American friend that he had', "" One of India's most famous saints, Rao, was on a pilgrimage to the holy city"", ' Iqbal was on his way home from India to meet a friend, Ibrahim, who']"
1,"POOR John was very sad; for his father was so ill, he had no hope of his recovery. John sat alone with the sick man in the little room, and the lamp had nearly burnt out; for it was late in the night.

	You have been a good son, John, said the sick father, and God will help you on in the world. He looked at him, as he spoke, with mild, earnest eyes, drew a deep sigh, and died; yet it appeared as if he still slept.

	John wept bitterly. He had no one in the wide world now; neither father, mother, brother, nor sister. Poor John! he knelt down by the bed, kissed his dead fathers hand, and wept many, many bitter tears. But at last his eyes closed, and he fell asleep with his head resting against the hard bedpost. Then he dreamed a strange dream; he thought he saw the sun shining upon him, and his father alive and well, and even heard him laughing as he used to do when he was very happy. A beautiful girl, with a golden crown on her head, and long, shining hair, gave him her hand; and his father said, See what a bride you have won. She is the loveliest maiden on the whole earth. Then he awoke, and all the beautiful things vanished before his eyes, his father lay dead on the bed, and he was all alone. Poor John!

	During the following week the dead man was buried. The son walked behind the coffin which contained his father, whom he so dearly loved, and would never again behold. He heard the earth fall on the coffin-lid, and watched it till only a corner remained in sight, and at last that also disappeared. He felt as if his heart would break with its weight of sorrow, till those who stood round the grave sang a psalm, and the sweet, holy tones brought tears into his eyes, which relieved him. The sun shone brightly down on the green trees, as if it would say, You must not be so sorrowful, John. Do you see the beautiful blue sky above you? Your father is up there, and he prays to the loving Father of all, that you may do well in the future.

	I will always be good, said John, and then I shall go to be with my father in heaven. What joy it will be when we see each other again! How much I shall have to relate to him, and how many things he will be able to explain to me of the delights of heaven, and teach me as he once did on earth. Oh, what joy it will be!

	He pictured it all so plainly to himself, that he smiled even while the tears ran down his cheeks.

	The little birds in the chestnut-trees twittered, Tweet, tweet; they were so happy, although they had seen the funeral; but they seemed as if they knew that the dead man was now in heaven, and that he had wings much larger and more beautiful than their own; and he was happy now, because he had been good here on earth, and they were glad of it. John saw them fly away out of the green trees into the wide world, and he longed to fly with them; but first he cut out a large wooden cross, to place on his fathers grave; and when he brought it there in the evening, he found the grave decked out with gravel and flowers. Strangers had done this; they who had known the good old father who was now dead, and who had loved him very much.

	Early the next morning, John packed up his little bundle of clothes, and placed all his money, which consisted of fifty dollars and a few shillings, in his girdle; with this he determined to try his fortune in the world. But first he went into the churchyard; and, by his fathers grave, he offered up a prayer, and said, Farewell.

	As he passed through the fields, all the flowers looked fresh and beautiful in the warm sunshine, and nodded in the wind, as if they wished to say, Welcome to the green wood, where all is fresh and bright.

	Then John turned to have one more look at the old church, in which he had been christened in his infancy, and where his father had taken him every Sunday to hear the service and join in singing the psalms. As he looked at the old tower, he espied the ringer standing at one of the narrow openings, with his little pointed red cap on his head, and shading his eyes from the sun with his bent arm. John nodded farewell to him, and the little ringer waved his red cap, laid his hand on his heart, and kissed his hand to him a great many times, to show that he felt kindly towards him, and wished him a prosperous journey.

	John continued his journey, and thought of all the wonderful things he should see in the large, beautiful world, till he found himself farther away from home than ever he had been before. He did not even know the names of the places he passed through, and could scarcely understand the language of the people he met, for he was far away, in a strange land. The first night he slept on a haystack, out in the fields, for there was no other bed for him; but it seemed to him so nice and comfortable that even a king need not wish for a better. The field, the brook, the haystack, with the blue sky above, formed a beautiful sleeping-room. The green grass, with the little red and white flowers, was the carpet; the elder-bushes and the hedges of wild roses looked like garlands on the walls; and for a bath he could have the clear, fresh water of the brook; while the rushes bowed their heads to him, to wish him good morning and good evening. The moon, like a large lamp, hung high up in the blue ceiling, and he had no fear of its setting fire to his curtains. John slept here quite safely all night; and when he awoke, the sun was up, and all the little birds were singing round him, Good morning, good morning. Are you not up yet?

	It was Sunday, and the bells were ringing for church. As the people went in, John followed them; he heard Gods word, joined in singing the psalms, and listened to the preacher. It seemed to him just as if he were in his own church, where he had been christened, and had sung the psalms with his father. Out in the churchyard were several graves, and on some of them the grass had grown very high. John thought of his fathers grave, which he knew at last would look like these, as he was not there to weed and attend to it. Then he set to work, pulled up the high grass, raised the wooden crosses which had fallen down, and replaced the wreaths which had been blown away from their places by the wind, thinking all the time, Perhaps some one is doing the same for my fathers grave, as I am not there to do it

	Outside the church door stood an old beggar, leaning on his crutch. John gave him his silver shillings, and then he continued his journey, feeling lighter and happier than ever. Towards evening, the weather became very stormy, and he hastened on as quickly as he could, to get shelter; but it was quite dark by the time he reached a little lonely church which stood on a hill. I will go in here, he said, and sit down in a corner; for I am quite tired, and want rest.

	So he went in, and seated himself; then he folded his hands, and offered up his evening prayer, and was soon fast asleep and dreaming, while the thunder rolled and the lightning flashed without. When he awoke, it was still night; but the storm had ceased, and the moon shone in upon him through the windows. Then he saw an open coffin standing in the centre of the church, which contained a dead man, waiting for burial. John was not at all timid; he had a good conscience, and he knew also that the dead can never injure any one. It is living wicked men who do harm to others. Two such wicked persons stood now by the dead man, who had been brought to the church to be buried. Their evil intentions were to throw the poor dead body outside the church door, and not leave him to rest in his coffin.

	Why do you do this? asked John, when he saw what they were going to do; it is very wicked. Leave him to rest in peace, in Christs name.

	Nonsense, replied the two dreadful men. He has cheated us; he owed us money which he could not pay, and now he is dead we shall not get a penny; so we mean to have our revenge, and let him lie like a dog outside the church door.

	I have only fifty dollars, said John, it is all I possess in the world, but I will give it to you if you will promise me faithfully to leave the dead man in peace. I shall be able to get on without the money; I have strong and healthy limbs, and God will always help me.

	Why, of course, said the horrid men, if you will pay his debt we will both promise not to touch him. You may depend upon that; and then they took the money he offered them, laughed at him for his good nature, and went their way.

	Then he laid the dead body back in the coffin, folded the hands, and took leave of it; and went away contentedly through the great forest. All around him he could see the prettiest little elves dancing in the moonlight, which shone through the trees. They were not disturbed by his appearance, for they knew he was good and harmless among men. They are wicked people only who can never obtain a glimpse of fairies. Some of them were not taller than the breadth of a finger, and they wore golden combs in their long, yellow hair. They were rocking themselves two together on the large dew-drops with which the leaves and the high grass were sprinkled. Sometimes the dew-drops would roll away, and then they fell down between the stems of the long grass, and caused a great deal of laughing and noise among the other little people. It was quite charming to watch them at play. Then they sang songs, and John remembered that he had learnt those pretty songs when he was a little boy. Large speckled spiders, with silver crowns on their heads, were employed to spin suspension bridges and palaces from one hedge to another, and when the tiny drops fell upon them, they glittered in the moonlight like shining glass. This continued till sunrise. Then the little elves crept into the flower-buds, and the wind seized the bridges and palaces, and fluttered them in the air like cobwebs.

	As John left the wood, a strong mans voice called after him, Hallo, comrade, where are you travelling?

	Into the wide world, he replied; I am only a poor lad, I have neither father nor mother, but God will help me.

	I am going into the wide world also, replied the stranger; shall we keep each other company?

	With all my heart, he said, and so they went on together. Soon they began to like each other very much, for they were both good; but John found out that the stranger was much more clever than himself. He had travelled all over the world, and could describe almost everything. The sun was high in the heavens when they seated themselves under a large tree to eat their breakfast, and at the same moment an old woman came towards them.

	She was very old and almost bent double. She leaned upon a stick and carried on her back a bundle of firewood, which she had collected in the forest; her apron was tied round it, and John saw three great stems of fern and some willow twigs peeping out. just as she came close up to them, her foot slipped and she fell to the ground screaming loudly; poor old woman, she had broken her leg! John proposed directly that they should carry the old woman home to her cottage; but the stranger opened his knapsack and took out a box, in which he said he had a salve that would quickly make her leg well and strong again, so that she would be able to walk home herself, as if her leg had never been broken. And all that he would ask in return was the three fern stems which she carried in her apron.

	That is rather too high a price, said the old woman, nodding her head quite strangely. She did not seem at all inclined to part with the fern stems. However, it was not very agreeable to lie there with a broken leg, so she gave them to him; and such was the power of the ointment, that no sooner had he rubbed her leg with it than the old mother rose up and walked even better than she had done before. But then this wonderful ointment could not be bought at a chemists.

	What can you want with those three fern rods? asked John of his fellow-traveller.

	Oh, they will make capital brooms, said he; and I like them because I have strange whims sometimes. Then they walked on together for a long distance.

	How dark the sky is becoming, said John; and look at those thick, heavy clouds.

	Those are not clouds, replied his fellow-traveller; they are mountainslarge lofty mountainson the tops of which we should be above the clouds, in the pure, free air. Believe me, it is delightful to ascend so high, tomorrow we shall be there. But the mountains were not so near as they appeared; they had to travel a whole day before they reached them, and pass through black forests and piles of rock as large as a town. The journey had been so fatiguing that John and his fellow-traveller stopped to rest at a roadside inn, so that they might gain strength for their journey on the morrow. In the large public room of the inn a great many persons were assembled to see a comedy performed by dolls. The showman had just erected his little theatre, and the people were sitting round the room to witness the performance. Right in front, in the very best place, sat a stout butcher, with a great bull-dog by his side who seemed very much inclined to bite. He sat staring with all his eyes, and so indeed did every one else in the room. And then the play began. It was a pretty piece, with a king and a queen in it, who sat on a beautiful throne, and had gold crowns on their heads. The trains to their dresses were very long, according to the fashion; while the prettiest of wooden dolls, with glass eyes and large mustaches, stood at the doors, and opened and shut them, that the fresh air might come into the room. It was a very pleasant play, not at all mournful; but just as the queen stood up and walked across the stage, the great bull-dog, who should have been held back by his master, made a spring forward, and caught the queen in the teeth by the slender wrist, so that it snapped in two. This was a very dreadful disaster. The poor man, who was exhibiting the dolls, was much annoyed, and quite sad about his queen; she was the prettiest doll he had, and the bull-dog had broken her head and shoulders off. But after all the people were gone away, the stranger, who came with John, said that he could soon set her to rights. And then he brought out his box and rubbed the doll with some of the salve with which he had cured the old woman when she broke her leg. As soon as this was done the dolls back became quite right again; her head and shoulders were fixed on, and she could even move her limbs herself: there was now no occasion to pull the wires, for the doll acted just like a living creature, excepting that she could not speak. The man to whom the show belonged was quite delighted at having a doll who could dance of herself without being pulled by the wires; none of the other dolls could do this.

	During the night, when all the people at the inn were gone to bed, some one was heard to sigh so deeply and painfully, and the sighing continued for so long a time, that every one got up to see what could be the matter. The showman went at once to his little theatre and found that it proceeded from the dolls, who all lay on the floor sighing piteously, and staring with their glass eyes; they all wanted to be rubbed with the ointment, so that, like the queen, they might be able to move of themselves. The queen threw herself on her knees, took off her beautiful crown, and, holding it in her hand, cried, Take this from me, but do rub my husband and his courtiers.

	The poor man who owned the theatre could scarcely refrain from weeping; he was so sorry that he could not help them. Then he immediately spoke to John's comrade, and promised him all the money he might receive at the next evenings performance, if he would only rub the ointment on four or five of his dolls. But the fellow-traveller said he did not require anything in return, excepting the sword which the showman wore by his side. As soon as he received the sword he anointed six of the dolls with the ointment, and they were able immediately to dance so gracefully that all the living girls in the room could not help joining in the dance. The coachman danced with the cook, and the waiters with the chambermaids, and all the strangers joined; even the tongs and the fire-shovel made an attempt, but they fell down after the first jump. So after all it was a very merry night. The next morning John and his companion left the inn to continue their journey through the great pine-forests and over the high mountains. They arrived at last at such a great height that towns and villages lay beneath them, and the church steeples looked like little specks between the green trees. They could see for miles round, far away to places they had never visited, and John saw more of the beautiful world than he had ever known before. The sun shone brightly in the blue firmament above, and through the clear mountain air came the sound of the huntsmans horn, and the soft, sweet notes brought tears into his eyes, and he could not help exclaiming, How good and loving God is to give us all this beauty and loveliness in the world to make us happy!

	His fellow-traveller stood by with folded hands, gazing on the dark wood and the towns bathed in the warm sunshine. At this moment there sounded over their heads sweet music. They looked up, and discovered a large white swan hovering in the air, and singing as never bird sang before. But the song soon became weaker and weaker, the birds head drooped, and he sunk slowly down, and lay dead at their feet.

	It is a beautiful bird, said the traveller, and these large white wings are worth a great deal of money. I will take them with me. You see now that a sword will be very useful.

	So he cut off the wings of the dead swan with one blow, and carried them away with him.

	They now continued their journey over the mountains for many miles, till they at length reached a large city, containing hundreds of towers, that shone in the sunshine like silver. In the midst of the city stood a splendid marble palace, roofed with pure red gold, in which dwelt the king. John and his companion would not go into the town immediately; so they stopped at an inn outside the town, to change their clothes; for they wished to appear respectable as they walked through the streets. The landlord told them that the king was a very good man, who never injured any one: but as to his daughter, Heaven defend us!

	She was indeed a wicked princess. She possessed beauty enough nobody could be more elegant or prettier than she was; but what of that? for she was a wicked witch; and in consequence of her conduct many noble young princes had lost their lives. Any one was at liberty to make her an offer; were he a prince or a beggar, it mattered not to her. She would ask him to guess three things which she had just thought of, and if he succeed, he was to marry her, and be king over all the land when her father died; but if he could not guess these three things, then she ordered him to be hanged or to have his head cut off. The old king, her father, was very much grieved at her conduct, but he could not prevent her from being so wicked, because he once said he would have nothing more to do with her lovers; she might do as she pleased. Each prince who came and tried the three guesses, so that he might marry the princess, had been unable to find them out, and had been hanged or beheaded. They had all been warned in time, and might have left her alone, if they would. The old king became at last so distressed at all these dreadful circumstances, that for a whole day every year he and his soldiers knelt and prayed that the princess might become good; but she continued as wicked as ever. The old women who drank brandy would color it quite black before they drank it, to show how they mourned; and what more could they do?

	What a horrible princess! said John; she ought to be well flogged. If I were the old king, I would have her punished in some way.

	Just then they heard the people outside shouting, Hurrah! and, looking out, they saw the princess passing by; and she was really so beautiful that everybody forgot her wickedness, and shouted Hurrah! Twelve lovely maidens in white silk dresses, holding golden tulips in their hands, rode by her side on coal-black horses. The princess herself had a snow-white steed, decked with diamonds and rubies. Her dress was of cloth of gold, and the whip she held in her hand looked like a sunbeam. The golden crown on her head glittered like the stars of heaven, and her mantle was formed of thousands of butterflies wings sewn together. Yet she herself was more beautiful than all.

